GA2,ga,Nedstrøms Objekt ID i kart app,Oppstrøms ID,SF 2026 ID,Kommentar,Kulp_nedstrøms,Avstand til kulp,Beskrivelse av kulp,Vanndybde_nedstrøms,Stedsnavn,Vurderin vandringshinder,x,y,OBJECTID,Kommentar.1,Vanndybde_oppstrøms,Innvendig diameter,Innv diam mm,Lengde,Vurdering_vannføring,Vurdering vannhastighet,Stedsnavn.1,Vurdering_oppgangshinder,x.1,y.1,Justert konsekvens,Vurderin vandringshinder.1,identifikasjon_lokalId,kommentar utfyllende,Bilde gruppe,FK kommentar,Regine,NVDB,Dublett,Kom til NVDB,Statsveg/fylkesveg,Vassdrag, Er stikkrenna/kulverten et problem for fiskevandring?,Hva er problemet?,"Diameter (cm) (omtrentlig, noen er anslåelser derom det var vanskelig å komme nærme nok kulverten for å måle)",Kommentar stikkord,OBJ.VEGOBJEKT-ID,VSR.VEGSYSTEMREFERANSE,EGS.BRUKSOMRÅDE.6981,"EGS.DIAMETER, INNVENDIG (MM).3113","EGS.BREDDE, INNVENDIG (MM).4548","EGS.HØYDE, INNVENDIG (MM).4549","EGS.DIAMETER, INNVENDIG (MM).3113.1",EGS.HAR INNLØPSRIST.1923,EGS.LENGDE (M).1323,EGS.MATERIALTYPE.6983,EGS.SPESIELLE PROBLEM.4562,EGS.GJENNOMLØP FOR ELV/BEKK.10223,LOK.GEOMETRI,LOK.TYPEVEG,EGS.TILLEGGSINFORMASJON.10771,LOK.KOMMUNE,EGS.TVERRSNITTSFORM.6984,EGS.TYPE UTLØP.1940,Stikk_bru
319.0,319.0,324,320,,"Fin steinkulvert. Er registrert som usikker i forhold til hinder fordi denne er smal og det samler seg noe kvist inni kulvert. Ikke nok til å være barriere, men kan gjøre gjennomvandring noe vanskeligere ",Nei,0,0,10.0,Arendal ,Usikker,"483 961,622","6 484 074,335",320.0,"Fin steinkulvert, med naturlig bekkeløp i bunn, ikke hinder og fin bekk. ",5.0,50.0,500.0,13.0,Lav,Lav,Arendal ,0.0,"483 969,353","6 484 083,98",Partiell,Usikker,019-1-R,0,,,019.A1Z,84587170,,,,"Assævannet, bekkefelt",,,,,84587170.0,FV3506 S1D1 m2889,Vann,,500.0,1500.0,500.0,Nei,10.0,Naturstein,,Ja,POINT Z (134571.979 6501132.613 42.612),Enkel bilveg,,Arendal,Rektangulær,I bekk/elv,StikkKulv
508.0,508.0,513,508,,Sannsynligvis grei. Men ligger en del fin sand inni stikkrenne. Mudrete substrat nedstrøms.,Nei,0,0,20.0,Mandal ,Nei,"412 345,98","6 432 698,923",508.0,Lite vann oppstrøms. Ser mer ut som grøft en bekk. Men ikke hinder ,5.0,50.0,500.0,12.0,Lav,Middels,Mandal ,0.0,"412 354,043","6 432 686,021",Ikke hinder,Nei,022-789-R,0,,,022.32A,987157155,902569985,,,Jåbekken bekkfelt,,,,,987157155.0,FV230 S1D1 m1211,Vann,500.0,,,500.0,,15.97,Plast,,,POINT Z (58504.957 6456238.068 30.295),Enkel bilveg,,Lindesnes,Sirkulær,Åpen grøft,StikkKulv
377.0,377.0,382,379,,Kulvert ser ok ut. Men vassdrag bør sjekkes lengre nede ,Nei,0,0,50.0,Arendal ,Nei,"490 968,827","6 492 661,255",379.0,"Veldig stillestående vann, men kulvert ikke hinder ",40.0,100.0,1000.0,8.0,Lav,Lav,Arendal ,0.0,"490 982,272","6 492 667,767",Ikke hinder,Nei,Ikke VF,0,,,018.7B,ikke i nvdb,,nær 84774803,,,,,,,,,,,,,1000.0,,,,,,,,,,,,
331.0,331.0,336,332,,"Usikker på hinder på grunn av lengde, men fin ingang til kulvert og fint habitat nedstrøms ",Nei,0,0,2.0,Arendal ,Usikker,"481 794,931","6 481 961,285",332.0,tørr men grei,0.0,120.0,1200.0,17.0,Lav,Lav,0,0.0,"481 802,868","6 481 986,7",Partiell,Usikker,Ikke VF,0,,,019.A1Z,84796410,,,,,,,,,84796410.0,FV42 S1D1 m2816,Vann,1200.0,,,1200.0,Nei,23.0,Betong,,,POINT Z (132236.438 6499217.115 50.188),Enkel bilveg,,Arendal,Sirkulær,I bekk/elv,StikkKulv
84.0,84.0,89,93,,"Grei kulvert, ikke hinder. ",Nei,0,0,50.0,Arendal ,Nei,"490 235,462","6 482 642,182",93.0,"Lite vann, men grei kulvert oppstrøms.",40.0,250.0,2500.0,10.0,Middels,Middels,Arendal ,0.0,"490 170,936","6 482 621,332",Ikke hinder,Nei,ikke VF,0,,,018.72,579765851,494969441,,,,,,,,579765851.0,FV410 S5D1 m3391,Vann,1600.0,,,1600.0,,43.61,Betong,,Ja,POINT Z (140668.965 6499134.383 4.158),Enkel bilveg,,Arendal,Sirkulær,Kum,StikkKulv
230.0,230.0,235,236,,"Kulvert noe hinder, ved lav vannføring lekker kulvert vann, og bekk er helt tør nedstrøms. Mulig bedre ved høyere vannføring ",Nei,30,0,0.0,Lagveien (bekk Gulspettvannet),Ja,"504 930,653","6 502 712,648",236.0,"grei vannføring oppstrøms, men ingenting vann nedstrøms, mye kvist",5.0,50.0,500.0,7.0,Lav,Lav,0,0.0,"504 932,638","6 502 723,658",Absolutt,Ja,018-220-R,0,,,018.5Z,ikke i nvdb,,,,Elv Gulspettvannet -Størdalsvannet,,,,,,,,,,,500.0,,,,,,,,,,,,
275.0,275.0,280,279,,"100% barriere, ikke tydelig utløp fra kulvert, steinete utløp. I tillegg til gitter oppstrøms, gjør denne til barriere for oppvandring ",Nei,150,0,10.0,Våjeveien (bekk mellom Molandsvann og Langangsvannet),Ja,"491 965,374","6 488 530,035",279.0,"Gitter foran oppstrøms, barriere.",20.0,50.0,500.0,12.0,Høy,Høy,Arendal ,0.0,"491 946,797","6 488 523,58",Absolutt,Ja,018-165-R,0,,,018.7A0,ikke i nvdb,,ikke i nvdb men fisk går brua 272297804,,Sagenebekken,,,,,,,,,,,500.0,,,,,,,,,,,,
280.0,280.0,285,283,,"Ikke vandringshinder, men veldig stillestående vann, med preg av avrenning fra landbruk. Med grei vannføring her kan dette være en gytebekk, hvis ikke blokkert lengre nede. ",Nei,0,0,20.0,Arendal ,Nei,"498 617,95","6 489 430,262",283.0,"Ser ikke røret oppstrøms 100%, men regner med kulvert er grei. Slammete bekk med mye gjengroing oppstrøms. ",0.0,0.0,,8.0,Lav,Lav,Arendal ,0.0,"498 608,099","6 489 431,063",Ikke hinder,Nei,Ikke VF,0,,,018.711,84466306,,,,,,,,,84466306.0,FV3522 S1D1 m48,Vann,,500.0,400.0,500.0,Nei,5.27613382,Naturstein,,Nei,POINT Z (149660.967 6505162.224 1.743),Enkel bilveg,,Arendal,Rektangulær,I bekk/elv,StikkKulv
8.0,8.0,12,17,,"barriere ved lav vannstand, men sannsynligvis passerer noe fisk. kjempebjørnekjeks langs bekken.",Ja,80,"omtrent 40cm dyp, men med 20 cm avstand til røret. stor kulp",40.0,langenesveien ,Usikker,"437 224,991","6 441 157,108",17.0,"var mye grener og kvist oppstrøms, tettet igjen mye av bekken. vil derfor kunne være noe vandrinfsbarriere ",10.0,50.0,500.0,8.0,Høy,Høy,langenesveien,0.0,"437 223,283","6 441 141,478",Partiell,Usikker,021-846-R,0,,,021.23Z,86123346,1657040,,,Kristiansandsfjorden indre bekkefelt,,,,,86123346.0,FV456 S2D1 m1269,Vann,600.0,,,600.0,,11.28,Betong,,,POINT Z (84102.796 6462464.385 14.932),Enkel bilveg,,Kristiansand,Sirkulær,I skråning/terreng,StikkKulv
144.0,144.0,150,153,,Gjennfinner ikke utløp,,0,0,0.0,Søm,,"452 185,849","6 447 225,127",153.0,tørr men fin bekk,0.0,50.0,500.0,15.0,Lav,Lav,ånastrand,0.0,"452 157,89","6 447 255,376",Ikke angitt,,020-405-R,0,,,020.4231,84439479,-1683867,,,Kvåsefjorden - Kvarenesfjorden bekkefelt,,,,,84439479.0,FV401 S1D1 m8715,,700.0,,,700.0,,14.0,Betong,,,POINT Z (99557.727 6467204.603 2.299),Enkel bilveg,,Lillesand,,,StikkKulv
279.0,279.0,284,282,,"Gjenfinnes ikke nedstrøms, mulig gravd over ",,0,0,0.0,Arendal ,,"498 222,646","6 489 238,687",282.0,"Finner ikke innløp, sannsynligvis blitt grad ned av jord og kvist ",0.0,0.0,,0.0,,0,Arendal ,0.0,"498 225,568","6 489 229,487",Ikke angitt,,Ikke VF,0,,,018.711,84465999,26520,,,,,,,,84465999.0,FV3494 S1D1 m6116,Vann,800.0,,,800.0,Nei,14.96871576,Betong,,Nei,POINT Z (149253.634 6505001.643 8.324),Enkel bilveg,,Arendal,Sirkulær,I bekk/elv,StikkKulv
478.0,478.0,483,479,,"Nederste del av kulvert er løsnet, resten er fylt igjen med jord. ",Nei,0,0,0.0,"Jernbaneveien (sidebekk Nesevja, som renner ut i Nidelva)",Ja,"477 918,682","6 477 161,827",479.0,Stillestående vann oppstrøms. Litt usikker på om kulvert er helt åpen eller om den er litt tett. ,25.0,60.0,600.0,20.0,Lav,Lav,Arendal ,0.0,"477 918,603","6 477 149,318",Absolutt,Ja,019-698-R,0,,,019.B1,84685415,219416,,,Nidelva Furre - Rygene kraftverk bekkefelt,,,,,84685415.0,FV408 S1D1 m3788,Vann,230.0,,,230.0,,23.0,Betong,,,POINT Z (127909.335 6494773.653 43.034),Enkel bilveg,,Arendal,Sirkulær,,StikkKulv
287.0,287.0,292,290,,"Denne bør sjekkes om er anadrom strekning lengre nede, fin steinkulvert. Ikke hinder, men usikker på hvordan vannføring er her. Ikke noe vann nå ",Nei,0,0,0.0,Kristiansand ,Nei,"448 244,12","6 453 812,673",290.0,"tørr, men ok, i stein",0.0,60.0,600.0,7.0,Lav,Lav,0,0.0,"448 256,978","6 453 813,867",Ikke hinder,Nei,020-391-R,0,,,020.A12,86131181,1445766,,,,,,,,86131181.0,FV3910 S1D1 m2319,Vann,300.0,,,300.0,,12.0,Plast,,,POINT Z (96219.44 6474129.319 8.754),Enkel bilveg,,Kristiansand,Sirkulær,Kum,StikkKulv
413.0,413.0,418,415,,En av rørene kunne nok med fordel ha vært litt lavere. Plaststikkrenne bør kunne passeres ved høyere vannføring. Er fisk nedstrøms som er fanget på grunn av lav vannstand. ,Nei,15,0,30.0,Grimstad ,Usikker,"476 453,733","6 472 093,468",415.0,Det er en betongstikkrenne på 40cm og en i plast på 60cm. Ingen av disse leder vann nå. Sannsynligvis ok ved høyere vannføring. Ellers ligger disse muligens en smule høyt. ,20.0,60.0,600.0,12.0,Lav,Lav,Grimstad ,0.0,"476 462,225","6 472 093,735",Partiell,Usikker,019-456-R,0,,,019.AZ,84434178,-1697003,,,"Rore, bekkefelt",,,,,84434178.0,FV3602 S2D1 m2902,,400.0,,,400.0,,9.0,Betong,,,POINT Z (126003.746 6489858.72 60.087),Enkel bilveg,,Grimstad,,,StikkKulv
592.0,592.0,598,595,,Lite vann i kulvert nå,Ja,2,4kvm,30.0,Audnedalsveien 1445,Usikker,"402 807,465","6 451 446,89",595.0,Observert fisk,40.0,140.0,1400.0,8.0,Middels,Lav,Ekland,0.0,"403 321,108","6 450 953,385",Partiell,Usikker,Ikke VF,0,,,023.B110,86331905,1897727,,,,,,,,86331905.0,FV460 S2D1 m15062,Vann,1000.0,,,1000.0,,12.0,Plast,,,POINT Z (50668.16 6475819.488 30.343),Enkel bilveg,,Lindesnes,Sirkulær,,StikkKulv
180.0,180.0,185,188,,Underdimensjonert kulvert med tanke på lengde. Usikker på hvordan denne er å vandre gjennom.  Brakkvann nedstrøms. ,Nei,0,0,15.0,Lillesand ,Usikker,"463 358,823","6 453 226,907",188.0,"fin bekk, renne fint, stein i bunn ",1.0,60.0,600.0,30.0,Lav,Lav,0,0.0,"463 321,708","6 453 243,283",Partiell,Usikker,020-282-R,0,,,020.2220,84437630,-1894275,,,"Blindleia - Nesefjorden, bekkefelt",,,,,84437630.0,FV3664 S1D1 m3558,,400.0,,,400.0,,15.0,Betong,,,POINT Z (111242.933 6472194.365 2.602),Enkel bilveg,,Lillesand,,,StikkKulv
468.0,468.0,473,469,,"Kulvert er nok hinder, men ikke noe interessant habitat oppstrøms. ",Nei,0,0,0.0,Bøylestadveien (grøft fra Østresolheimsvannet),Ja,"482 268,742","6 490 800,791",469.0,"Helt tør oppstrøms, nesten gravd igjen, ingen tydelig bekk oppstrøms. ",0.0,40.0,400.0,0.0,,0,Froland ,0.0,"482 260,038","6 490 808,72",Absolutt,Ja,Ikke VF,0,,,019.B31,84582195,144565,,,,,,,,84582195.0,FV3718 S1D1 m7214,Vann,400.0,,,400.0,Nei,13.0,Betong,,,POINT Z (133488.955 6508014.944 99.676),Enkel bilveg,,Froland,Sirkulær,Kum,StikkKulv
232.0,232.0,237,238,,"2 små kulverter, noe stengt av kvist oppstrøms. Grei vannføring, men noe hinder.",Nei,0,0,20.0,Hødnebøveien (forbindelse mellom Skarvann og Lonene),Ja,"515 554,678","6 513 427,542",238.0,"mye kvist ellers fin, 2 rør ",15.0,60.0,600.0,10.0,Middels,Middels,0,0.0,"515 544,235","6 513 431,04",Absolutt,Ja,018-78-R,0,,,018.1C,84453723,-128472,,,"Skardvatnet, utløpselv",,,,,84453723.0,FV3450 S1D1 m654,Vann,400.0,,,400.0,,9.0,Betong,,,POINT Z (168704.244 6527586.193 18.598),Enkel bilveg,,Risør,Sirkulær,,StikkKulv
440.0,440.0,445,442,,"Hinder, begge stikkrennene er tett oppstrøms, vann graver seg på siden av stikkrenner. litt kvist i bekk nedstrøms. Helt tør bekk. ",Nei,0,0,0.0,Moveien (Sidebekk Vegår),Ja,"492 119,104","6 521 608,779",442.0,Ikke noe vann her nå. En stikkrenne på 40 og en på 60. Begge ser tette ut. Vann graver seg rundt kulvert. ,0.0,60.0,600.0,12.0,Lav,Lav,Vegårshei ,0.0,"492 129,299","6 521 619,339",Absolutt,Ja,018-264-R,0,,,018.F,84465678,11955,,,Vegår bekkefelt,,,,,84465678.0,FV3702 S1D1 m6847,Vann,400.0,,,400.0,Nei,11.80162755,Betong,,,POINT Z (146069.547 6537848.406 191.564),Enkel bilveg,Det går to rørtraseer på 400 mm betong pararelt.,Vegårshei,Sirkulær,I bekk/elv,StikkKulv
521.0,521.0,526,521,,Denne er jeg også usikker på. Er 2 stikkrenner i forskjellig diameter. Der det er litt høyde opp mot den største. Den lille har veldig høy vannhastighet. Ser for meg at denne er krevende for nåde anadrom fisk og ål. ,Nei,10,0,40.0,Eid 3980 (bekk renner ut i Kumlefjorden),Ja,"420 996,914","6 434 287,699",521.0,"Bekk burde vært rensket. God vannføring. Er tre stikkrenner der 2 er på 40cm og den siste er på 100cm. Vanskelig å sette ord på, men syns bare denne virker suboptimal . ",40.0,100.0,1000.0,14.0,Middels,Høy,Mandal ,0.0,"420 983,802","6 434 291,667",Absolutt,Ja,Ikke VF,0,,,022.226,86101170,1635492,,,,,,,,86101170.0,FV3980 S1D1 m459,Vann,,800.0,800.0,800.0,,4.0,Naturstein,,,POINT Z (67275.142 6457062.871 2.552),Enkel bilveg,,Kristiansand,Rektangulær,I bekk/elv,StikkKulv
464.0,464.0,469,465,,"Tenker denne er hinder, da det er litt høyt fra vannflate til kulvert. Plus at siste del av stikkrenne ser ny ut. ",Nei,40,0,10.0,Vålandsveien (sidebekk Marendalselva),Ja,"489 205,749","6 496 995,517",465.0,Veldig tør bekk oppstrøms. Litt stein foran kulvert. ,2.0,60.0,600.0,14.0,Lav,Lav,Tvedestrand ,0.0,"489 188,133","6 496 996,739",Absolutt,Ja,018-267-R,0,,,018.C23,84581972,-1519198,,,Elv fra Øynesvann bekkefelt,,,,,84581972.0,FV3718 S2D1 m8072,Vann,500.0,,,500.0,Nei,10.0,Plast,,,POINT Z (140942.479 6513552.635 86.196),Enkel bilveg,,Tvedestrand,Sirkulær,I bekk/elv,StikkKulv
543.0,543.0,548,543,,Ser fisk nedstrøms. Kulvert ser ikke ut som hinder. Men bekk ser ut til å bære preg av avrenning fra anlegg lengre oppstrøms. ,Nei,0,0,40.0,Mandal ,Nei,"412 086,128","6 431 089,641",543.0,"Kulvert ser ikke ut som hinder. Grei bekk, men litt tåkete vann. ",40.0,60.0,600.0,12.0,Lav,Middels,Mandal ,0.0,"412 091,344","6 431 097,581",Ikke hinder,Nei,022-801-R,0,,,022.322,86101472,1519500,,,Mannefjorden bekkefelt,,,,,86101472.0,FV4232 S1D1 m5967,Vann,500.0,,,500.0,Nei,12.06,Plast,,Ja,POINT Z (58105.221 6454674.557 7.754),Enkel bilveg,,Lindesnes,Sirkulær,Åpen grøft,StikkKulv
208.0,208.0,213,215,,"Helt tør bekk, og noe igjengrodd innløp. Skal mye vann her for st fisk skal kunne vandre. Sannsynlig bare drenering ",Nei,0,0,0.0,Mandal Finslandsvegen,Ja,"417 750,587","6 461 828,631",215.0,overgrodd og tørr,0.0,60.0,600.0,8.0,Lav,Lav,0,0.0,"417 737,853","6 461 809,685",Absolutt,Ja,022-879-R,0,,,022.AC5,86104683,3211,,,Meåna,,,,,86104683.0,FV3936 S1D1 m1269,Vann,500.0,,,500.0,,10.0,Plast,,,POINT Z (66497.037 6484837.613 224.019),Enkel bilveg,,Kristiansand,Sirkulær,Kum,StikkKulv
289.0,289.0,294,292,,"Vandringsbarriere, er 300cm til der jeg tror vanstanden vil være ved grei vannføring. ",Nei,300,0,0.0,Fosseveien (Einermobekken),Ja,"449 864,192","6 457 006,939",292.0,"stillestående  og tørr, mye kvist og greier i innløp",0.0,100.0,1000.0,15.0,Lav,Lav,0,0.0,"449 848,585","6 457 011,979",Absolutt,Ja,Ikke VF,0,,,020.A40,86126870,22187,,,,,,,,86126870.0,FV3748 S1D1 m783,Vann,1000.0,,,1000.0,,17.32,Betong,,,POINT Z (98116.658 6477171.78 31.668),Enkel bilveg,,Kristiansand,Sirkulær,I skråning/terreng,StikkKulv
132.0,132.0,138,140,,"Ikke under fylkesvei, på siden. Stikkrenne ligger lavt i bekken. Mye mudder og gjengrodd bekk. ",Nei,0,0,20.0,Søm ,Nei,"448 416,428","6 443 400,757",140.0,bekk,20.0,60.0,600.0,4.0,Lav,Lav,Randesund ,0.0,"448 458,896","6 443 391,624",Ikke hinder,Nei,020-319-R,0,,,020.4240,86134627,7757,,,Østergapet-ytre bekkefelt,,,,,86134627.0,FV3900 S1D1 m435,Vann,500.0,,,500.0,,6.06,Plast,,,POINT Z (95470.627 6463709.732 13.28),Enkel bilveg,,Kristiansand,Sirkulær,Åpen grøft,StikkKulv
324.0,324.0,329,325,,"Kulvert rast i front. Kulvert ser fin ut, lite vann. Men kan ikke se gjennom kulvert, derfor usikker på hinder. Grunneier mente denne holdt på å utbedres.",Nei,0,0,5.0,Frolandsveien (sidebekk Mårvannet),Ja,"480 109,317","6 483 525,642",325.0,"hmm ikke bra kulvert, ser ikke rør, tørt",0.0,0.0,,15.0,Lav,Lav,0,0.0,"480 131,246","6 483 548,853",Ikke angitt,0,ikke VF,0,,,019.A1Z,84796373,-1338254,,,,,,,,84796373.0,FV42 S1D1 m5511,Vann,,600.0,700.0,600.0,,34.0,Tre,,,POINT Z (130682.421 6500928.962 80.987),Enkel bilveg,,Froland,Sirkulær,,StikkKulv
414.0,414.0,419,416,,"Tenker denne er lagt noe høyt. Bekk er helt tør nedstrøms. Er noe småfisk nedstrøms, men disse er fanget. ",Nei,10,0,15.0,Tauleveien (bekk fra Skrubbedalstjenn),Ja,"476 539,765","6 471 917,945",416.0,"Ikke noe vann oppstrøms. Men sannsynligvis grei bekk, ved mer vann. ",0.0,60.0,600.0,15.0,Lav,Lav,Grimstad ,0.0,"476 542,88","6 471 905,448",Absolutt,Ja,"oppstr 019-456-R
",0,,,019.A,84434184,-362189,,,,,,,,84434184.0,FV3602 S2D1 m2688,,600.0,,,600.0,,12.0,Betong,,,POINT Z (126070.753 6489662.528 60.337),Enkel bilveg,,Grimstad,,,StikkKulv
430.0,430.0,435,432,,"Usikker på hinder. Liten stikkrenne. Helt tør, gjengtrodd bekk. ",Nei,0,0,0.0,Grimstad ,Usikker,"468 753,369","6 459 721,621",432.0,Lite vann og veldig gjengrodd bekk. Kulvert sannsynligvis ok ,5.0,60.0,600.0,20.0,Lav,Lav,Grimstad ,0.0,"468 770,965","6 459 735,286",Partiell,Usikker,020-69-R,0,,,020.11Z,84438474,4290,,,"Vestre Bjørkesund - Sønningdalsund, bekkefelt",,,,,84438474.0,FV3608 S1D1 m37,Vann,600.0,,,600.0,Nei,23.22,Betong,,Ja,POINT Z (117224.887 6478196.752 14.183),Enkel bilveg,,Grimstad,Sirkulær,I bekk/elv,StikkKulv
10.0,10.0,14,19,,både gitter og stålplate nedstrøms vil gjøre dette til hinder  men ikke barriere. hvorfor plate? bedre vannføring hadde gjort ok.,Nei,10,0,20.0,gillsvannet,Usikker,"443 256,542","6 450 558,184",19.0,"gitter 10cm mellom staver, lite vann men vil kunne fungere for sjøaure. dårlig vannføring nå. mulighet for blokade. ",0.0,100.0,1000.0,20.0,Lav,Lav,gillsvannet,0.0,"443 284,761","6 450 526,901",Absolutt,Usikker,ikke VF,"Hinder, uviktig bekk",,,021.123Z,86131832,1693358,,,,,,,,86131832.0,FV452 S1D1 m3681,Vann,350.0,,,350.0,Ja,41.09,Betong,,Ja,POINT Z (90976.752 6471300.07 6.94),Enkel bilveg,,Kristiansand,Sirkulær,I skråning/terreng,StikkKulv
605.0,815.0,,92,,,,,,,,,,,92.0,"Mye fisk nedstrøms, ser ikke utløp, sannsynlig barriere. ",40.0,60.0,600.0,10.0,Middels,Lav,Tromøy ,0.0,"490 007,208","6 478 896,831",Ikke angitt,0,019-498-R,0,,,019.11,84443787,-1688045,,,"Arendal - Tromøy, bekkefelt",,,,,84443787.0,FV3566 S1D1 m940,Vann,600.0,,,600.0,Nei,18.0,Betong,,Ja,POINT Z (140129.402 6495419.813 3.121),Enkel bilveg,,Arendal,Sirkulær,Åpen grøft,StikkKulv
441.0,441.0,446,443,,"Noe redusert bekk, sannsynligvis ok. ",Nei,0,0,0.0,Vegårshei ,Nei,"492 049,721","6 521 791,274",443.0,"Ikke hinder, er antydning til myr en bekk oppstrøms ",10.0,60.0,600.0,10.0,Lav,Lav,Vegårshei ,0.0,"492 057,075","6 521 795,441",Ikke hinder,Nei,018-198-R,0,,,018.G,84465675,21888,,,Vegårvasselva,,,,,84465675.0,FV3702 S1D1 m7038,Vann,600.0,,,600.0,Nei,9.31807429,Betong,,,POINT Z (146018.44 6538029.921 191.05),Enkel bilveg,,Vegårshei,Sirkulær,I bekk/elv,StikkKulv
439.0,439.0,444,441,,"Liten stikkrenne, men ser ok ut. ",Nei,5,0,10.0,Vegårshei ,Nei,"492 805,443","6 521 620,662",441.0,Liten vannføring. Noe kvist i fremkant. Ellers ok ,30.0,60.0,600.0,10.0,Lav,Lav,Vegårshei ,0.0,"492 804,731","6 521 630,321",Ikke hinder,Nei,018-264-R,0,,,018.F,84465690,15,,,Vegår bekkefelt,,,,,84465690.0,FV3702 S1D1 m6021,Vann,600.0,,,600.0,Nei,12.39071147,Plast,,Nei,POINT Z (146778.565 6537782.318 199.514),Enkel bilveg,,Vegårshei,Sirkulær,I bekk/elv,StikkKulv
399.0,399.0,404,401,,"Er en del kvist oppstrøms, som delvis blokerer. Ser fisk nedstrøms, lite vann. Men kulvert ser ok ut.",Nei,0,0,30.0,Langangsveien (sidebekk Langangselva),Ja,"494 552,149","6 490 803,932",401.0,"Blokkeres av kvist, lite vann. Ellers kulvert ok ",10.0,60.0,600.0,10.0,Lav,Lav,Tvedestrand ,0.0,"494 546,298","6 490 792,636",Absolutt,Ja,018-258-R,0,,,018.7AZ,84582395,116705,,,Langangselva bekkefelt,,,,,84582395.0,FV422 S1D1 m5148,Vann,600.0,,,600.0,Nei,16.0,Betong,,,POINT Z (145731.773 6506884.859 9.09),Enkel bilveg,,Tvedestrand,Sirkulær,I skråning/terreng,StikkKulv
374.0,374.0,379,376,,"Veldig lite vann, men bør være fiskeførende ved høyere vannstand. Kulvert sannsynligvis ok ",Nei,0,0,2.0,Arendal ,Nei,"490 351,853","6 490 404,093",376.0,"Veldig lite vann, vokser en rot litt foran åpning. Men bør bære ok ved høyere vannføring ",5.0,60.0,600.0,12.0,Lav,Lav,Arendal ,0.0,"490 357,549","6 490 409,385",Ikke hinder,Nei,018-254-R,0,,,018.7B,84586226,3831,,,Molandsvann bekkefelt,,,,,84586226.0,FV3496 S1D1 m1336,Vann,600.0,,,600.0,Nei,7.99265911,Betong,,Nei,POINT Z (141508.949 6506876.81 28.881),Enkel bilveg,,Arendal,Sirkulær,I bekk/elv,StikkKulv
344.0,344.0,349,345,,"Overraskende god vannkvalitet. Kulvert forsvinner under jorder på begge siders. Kulvert sannsynligvis grei, usikker på om det kommer fisk opp hit ",Nei,0,0,20.0,Gjerstad ,Nei,"498 047,021","6 528 698,602",345.0,Tålig god vannføring med tanke på «bekk» oppstrømsvirksom. Mye vegetasjon og deler av bekken forsvinner inn i ny kulvert inder jorder. ,15.0,60.0,600.0,8.0,Lav,Høy,Gjerstad ,0.0,"498 058,109","6 528 719,92",Ikke hinder,Nei,018-204-R,0,,,018.2E4,84586932,706,,,"Storelva (Lundvatnet - Gjerstadvatnet), bekkefelt",,,,,84586932.0,FV418 S4D1 m5299,Vann,600.0,,,600.0,Nei,13.03269738,Betong,,Nei,POINT Z (152623.73 6544389.605 90.657),Enkel bilveg,,Gjerstad,Sirkulær,I bekk/elv,StikkKulv
477.0,477.0,482,478,,Noe landbrukspreget bekk. Usikker på hinder ,Nei,2,0,10.0,Arendal ,Usikker,"478 231,514","6 474 812,562",478.0,Lite vann renner gjennom kulvert. Gjengrodd bekk oppstrøms. Men noe vann i bekk. ,10.0,60.0,600.0,20.0,Lav,Lav,Arendal ,0.0,"478 243,684","6 474 846,796",Partiell,Usikker,019-698-R,0,,,019.B1,84685740,98808,,,Nidelva Furre - Rygene kraftverk bekkefelt,,,,,84685740.0,FV408 S1D1 m1242,Vann,600.0,,,600.0,,30.0,Betong,,,POINT Z (128028.976 6492420.726 49.8),Enkel bilveg,,Arendal,Sirkulær,,StikkKulv
358.0,358.0,363,360,,Mulig hinder. Lite vann og tre gjennom kulvert. ,Nei,0,0,20.0,Gjerstad ,Usikker,"501 865,499","6 520 344,377",360.0,Dårlig vannkvalitet. Lite vannføring.,20.0,100.0,1000.0,10.0,Lav,Lav,Gjerstad ,0.0,"501 864,982","6 520 358,305",Partiell,Usikker,Ikke VF,0,,,018.2C,84654783,-30957,,,,,,,,84654783.0,FV417 S1D1 m4131,Vann,1000.0,,,1000.0,Nei,7.68052773,Betong,,Nei,POINT Z (155674.823 6535713.007 206.872),Enkel bilveg,,Gjerstad,Sirkulær,I bekk/elv,StikkKulv
532.0,532.0,537,533,,Enten ligger denne veldig lavt. Ellers så er siste betongelementet løsnet. Ser ut som hinder. ,Nei,0,0,70.0,Tregdeveien (bekk renner ut mot myr/Lillestøltjørna),Ja,"417 810,887","6 432 012,78",533.0,"Tror ikke denne kulverten ligger helt optimalt. Burde nok vært større og ligget lavere. En del vann oppstrøms, men lite går inn i kulvert. ",30.0,60.0,600.0,12.0,Lav,Lav,Mandal ,0.0,"417 798,197","6 432 016,793",Absolutt,Ja,022-767-R,0,,,022.321,86102191,1447408,,,Harkmarkfjorden bekkfelt,,,,,86102191.0,FV4228 S1D1 m7068,Vann,600.0,,,600.0,,15.0,Betong,,,POINT Z (63896.367 6455080.327 7.209),Enkel bilveg,,Lindesnes,Sirkulær,I bekk/elv,StikkKulv
